sensor_video,obj_id,obj_lbl,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,tap_depth,pressed_buttons
video_73.mp4,73,-15.0_-20.0_3.5,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_74.mp4,74,-15.0_-20.0_4.0,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_75.mp4,75,-15.0_-20.0_4.5,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_76.mp4,76,-15.0_-20.0_5.0,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_77.mp4,77,-15.0_-20.0_5.5,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_78.mp4,78,-15.0_-20.0_6.0,"[-20.0, -15.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_79.mp4,79,-14.0_-20.0_0.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_80.mp4,80,-14.0_-20.0_0.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_81.mp4,81,-14.0_-20.0_1.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_82.mp4,82,-14.0_-20.0_1.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_83.mp4,83,-14.0_-20.0_2.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_84.mp4,84,-14.0_-20.0_2.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_85.mp4,85,-14.0_-20.0_3.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_86.mp4,86,-14.0_-20.0_3.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_87.mp4,87,-14.0_-20.0_4.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_88.mp4,88,-14.0_-20.0_4.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_89.mp4,89,-14.0_-20.0_5.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_90.mp4,90,-14.0_-20.0_5.5,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_91.mp4,91,-14.0_-20.0_6.0,"[-20.0, -14.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_92.mp4,92,-13.0_-20.0_0.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_93.mp4,93,-13.0_-20.0_0.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_94.mp4,94,-13.0_-20.0_1.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_95.mp4,95,-13.0_-20.0_1.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_96.mp4,96,-13.0_-20.0_2.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_97.mp4,97,-13.0_-20.0_2.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_98.mp4,98,-13.0_-20.0_3.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_99.mp4,99,-13.0_-20.0_3.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_100.mp4,100,-13.0_-20.0_4.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_101.mp4,101,-13.0_-20.0_4.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_102.mp4,102,-13.0_-20.0_5.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_103.mp4,103,-13.0_-20.0_5.5,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_104.mp4,104,-13.0_-20.0_6.0,"[-20.0, -13.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_105.mp4,105,-12.0_-20.0_0.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_106.mp4,106,-12.0_-20.0_0.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_107.mp4,107,-12.0_-20.0_1.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_108.mp4,108,-12.0_-20.0_1.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_109.mp4,109,-12.0_-20.0_2.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_110.mp4,110,-12.0_-20.0_2.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_111.mp4,111,-12.0_-20.0_3.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_112.mp4,112,-12.0_-20.0_3.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_113.mp4,113,-12.0_-20.0_4.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_114.mp4,114,-12.0_-20.0_4.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_115.mp4,115,-12.0_-20.0_5.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_116.mp4,116,-12.0_-20.0_5.5,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_117.mp4,117,-12.0_-20.0_6.0,"[-20.0, -12.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_118.mp4,118,-11.0_-20.0_0.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_119.mp4,119,-11.0_-20.0_0.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_120.mp4,120,-11.0_-20.0_1.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_121.mp4,121,-11.0_-20.0_1.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_122.mp4,122,-11.0_-20.0_2.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_123.mp4,123,-11.0_-20.0_2.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_124.mp4,124,-11.0_-20.0_3.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_125.mp4,125,-11.0_-20.0_3.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_126.mp4,126,-11.0_-20.0_4.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_127.mp4,127,-11.0_-20.0_4.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_128.mp4,128,-11.0_-20.0_5.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_129.mp4,129,-11.0_-20.0_5.5,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_130.mp4,130,-11.0_-20.0_6.0,"[-20.0, -11.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_131.mp4,131,-10.0_-20.0_0.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_132.mp4,132,-10.0_-20.0_0.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_133.mp4,133,-10.0_-20.0_1.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_134.mp4,134,-10.0_-20.0_1.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_135.mp4,135,-10.0_-20.0_2.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_136.mp4,136,-10.0_-20.0_2.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_137.mp4,137,-10.0_-20.0_3.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_138.mp4,138,-10.0_-20.0_3.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_139.mp4,139,-10.0_-20.0_4.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_140.mp4,140,-10.0_-20.0_4.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,NONE
video_141.mp4,141,-10.0_-20.0_5.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_142.mp4,142,-10.0_-20.0_5.5,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,NONE
video_143.mp4,143,-10.0_-20.0_6.0,"[-20.0, -10.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NONE
video_144.mp4,144,-9.0_-20.0_0.0,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_145.mp4,145,-9.0_-20.0_0.5,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NONE
video_146.mp4,146,-9.0_-20.0_1.0,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_147.mp4,147,-9.0_-20.0_1.5,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,NONE
video_148.mp4,148,-9.0_-20.0_2.0,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_149.mp4,149,-9.0_-20.0_2.5,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,NONE
video_150.mp4,150,-9.0_-20.0_3.0,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_151.mp4,151,-9.0_-20.0_3.5,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,NONE
video_152.mp4,152,-9.0_-20.0_4.0,"[-20.0, -9.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
