sensor_video,obj_id,obj_lbl,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,tap_depth,pressed_buttons
video_25.mp4,25,-81.0_-30.0_3.0,"[-30.0, -81.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_26.mp4,26,-81.0_-30.0_4.0,"[-30.0, -81.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,P
video_27.mp4,27,-81.0_-30.0_5.0,"[-30.0, -81.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,P
video_28.mp4,28,-81.0_-30.0_6.0,"[-30.0, -81.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,P
video_29.mp4,29,-78.0_-30.0_0.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_30.mp4,30,-78.0_-30.0_1.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_31.mp4,31,-78.0_-30.0_2.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_32.mp4,32,-78.0_-30.0_3.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_33.mp4,33,-78.0_-30.0_4.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,P
video_34.mp4,34,-78.0_-30.0_5.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,P
video_35.mp4,35,-78.0_-30.0_6.0,"[-30.0, -78.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,P
video_36.mp4,36,-75.0_-30.0_0.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_37.mp4,37,-75.0_-30.0_1.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_38.mp4,38,-75.0_-30.0_2.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_39.mp4,39,-75.0_-30.0_3.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_40.mp4,40,-75.0_-30.0_4.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,P
video_41.mp4,41,-75.0_-30.0_5.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,P
video_42.mp4,42,-75.0_-30.0_6.0,"[-30.0, -75.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,P
video_43.mp4,43,-72.0_-30.0_0.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_44.mp4,44,-72.0_-30.0_1.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_45.mp4,45,-72.0_-30.0_2.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_46.mp4,46,-72.0_-30.0_3.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_47.mp4,47,-72.0_-30.0_4.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_48.mp4,48,-72.0_-30.0_5.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,P
video_49.mp4,49,-72.0_-30.0_6.0,"[-30.0, -72.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,P
video_50.mp4,50,-69.0_-30.0_0.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_51.mp4,51,-69.0_-30.0_1.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_52.mp4,52,-69.0_-30.0_2.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_53.mp4,53,-69.0_-30.0_3.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_54.mp4,54,-69.0_-30.0_4.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_55.mp4,55,-69.0_-30.0_5.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_56.mp4,56,-69.0_-30.0_6.0,"[-30.0, -69.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_57.mp4,57,-66.0_-30.0_0.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_58.mp4,58,-66.0_-30.0_1.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_59.mp4,59,-66.0_-30.0_2.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_60.mp4,60,-66.0_-30.0_3.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_61.mp4,61,-66.0_-30.0_4.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,O
video_62.mp4,62,-66.0_-30.0_5.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_63.mp4,63,-66.0_-30.0_6.0,"[-30.0, -66.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_64.mp4,64,-63.0_-30.0_0.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_65.mp4,65,-63.0_-30.0_1.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_66.mp4,66,-63.0_-30.0_2.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_67.mp4,67,-63.0_-30.0_3.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_68.mp4,68,-63.0_-30.0_4.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,O
video_69.mp4,69,-63.0_-30.0_5.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_70.mp4,70,-63.0_-30.0_6.0,"[-30.0, -63.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_71.mp4,71,-60.0_-30.0_0.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_72.mp4,72,-60.0_-30.0_1.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_73.mp4,73,-60.0_-30.0_2.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_74.mp4,74,-60.0_-30.0_3.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_75.mp4,75,-60.0_-30.0_4.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,O
video_76.mp4,76,-60.0_-30.0_5.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_77.mp4,77,-60.0_-30.0_6.0,"[-30.0, -60.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_78.mp4,78,-57.0_-30.0_0.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_79.mp4,79,-57.0_-30.0_1.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_80.mp4,80,-57.0_-30.0_2.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_81.mp4,81,-57.0_-30.0_3.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_82.mp4,82,-57.0_-30.0_4.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,O
video_83.mp4,83,-57.0_-30.0_5.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_84.mp4,84,-57.0_-30.0_6.0,"[-30.0, -57.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_85.mp4,85,-54.0_-30.0_0.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_86.mp4,86,-54.0_-30.0_1.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_87.mp4,87,-54.0_-30.0_2.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_88.mp4,88,-54.0_-30.0_3.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_89.mp4,89,-54.0_-30.0_4.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_90.mp4,90,-54.0_-30.0_5.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,O
video_91.mp4,91,-54.0_-30.0_6.0,"[-30.0, -54.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,O
video_92.mp4,92,-51.0_-30.0_0.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_93.mp4,93,-51.0_-30.0_1.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_94.mp4,94,-51.0_-30.0_2.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_95.mp4,95,-51.0_-30.0_3.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_96.mp4,96,-51.0_-30.0_4.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_97.mp4,97,-51.0_-30.0_5.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_98.mp4,98,-51.0_-30.0_6.0,"[-30.0, -51.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_99.mp4,99,-48.0_-30.0_0.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_100.mp4,100,-48.0_-30.0_1.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_101.mp4,101,-48.0_-30.0_2.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_102.mp4,102,-48.0_-30.0_3.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_103.mp4,103,-48.0_-30.0_4.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_104.mp4,104,-48.0_-30.0_5.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_105.mp4,105,-48.0_-30.0_6.0,"[-30.0, -48.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_106.mp4,106,-45.0_-30.0_0.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_107.mp4,107,-45.0_-30.0_1.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_108.mp4,108,-45.0_-30.0_2.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_109.mp4,109,-45.0_-30.0_3.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_110.mp4,110,-45.0_-30.0_4.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,I
video_111.mp4,111,-45.0_-30.0_5.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_112.mp4,112,-45.0_-30.0_6.0,"[-30.0, -45.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_113.mp4,113,-42.0_-30.0_0.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_114.mp4,114,-42.0_-30.0_1.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_115.mp4,115,-42.0_-30.0_2.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_116.mp4,116,-42.0_-30.0_3.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_117.mp4,117,-42.0_-30.0_4.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_118.mp4,118,-42.0_-30.0_5.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_119.mp4,119,-42.0_-30.0_6.0,"[-30.0, -42.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_120.mp4,120,-39.0_-30.0_0.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_121.mp4,121,-39.0_-30.0_1.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_122.mp4,122,-39.0_-30.0_2.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_123.mp4,123,-39.0_-30.0_3.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_124.mp4,124,-39.0_-30.0_4.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_125.mp4,125,-39.0_-30.0_5.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_126.mp4,126,-39.0_-30.0_6.0,"[-30.0, -39.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_127.mp4,127,-36.0_-30.0_0.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_128.mp4,128,-36.0_-30.0_1.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_129.mp4,129,-36.0_-30.0_2.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_130.mp4,130,-36.0_-30.0_3.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_131.mp4,131,-36.0_-30.0_4.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_132.mp4,132,-36.0_-30.0_5.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,I
video_133.mp4,133,-36.0_-30.0_6.0,"[-30.0, -36.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_134.mp4,134,-33.0_-30.0_0.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_135.mp4,135,-33.0_-30.0_1.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_136.mp4,136,-33.0_-30.0_2.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_137.mp4,137,-33.0_-30.0_3.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_138.mp4,138,-33.0_-30.0_4.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_139.mp4,139,-33.0_-30.0_5.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,NONE
video_140.mp4,140,-33.0_-30.0_6.0,"[-30.0, -33.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,I
video_141.mp4,141,-30.0_-30.0_0.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_142.mp4,142,-30.0_-30.0_1.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_143.mp4,143,-30.0_-30.0_2.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_144.mp4,144,-30.0_-30.0_3.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_145.mp4,145,-30.0_-30.0_4.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_146.mp4,146,-30.0_-30.0_5.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,U
video_147.mp4,147,-30.0_-30.0_6.0,"[-30.0, -30.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,U
video_148.mp4,148,-27.0_-30.0_0.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE
video_149.mp4,149,-27.0_-30.0_1.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NONE
video_150.mp4,150,-27.0_-30.0_2.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,NONE
video_151.mp4,151,-27.0_-30.0_3.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NONE
video_152.mp4,152,-27.0_-30.0_4.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,NONE
video_153.mp4,153,-27.0_-30.0_5.0,"[-30.0, -27.0, 0.0, 0.0, 0.0, -145.0]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,U
